source_rank,name,ticker,yahoo_ticker,type,asset_class,country,region,market_region,exchange_hint,sector,industry,sector_source,currency,source_group,source_url,as_of,display_label
27,VAT Group,VACN.SW,VACN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Technology,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,VAT Group (VACN.SW) - Switzerland - Technology
28,Helvetia Baloise Holding AG,HBAN.SW,HBAN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Financials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Helvetia Baloise Holding AG (HBAN.SW) - Switzerland - Financials
29,Coca-Cola HBC,CCH.L,CCH.L,Stock,Equity,Switzerland,Europe,Europe,London Stock Exchange,Consumer Staples,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Coca-Cola HBC (CCH.L) - Switzerland - Consumer Staples
30,DSM-Firmenich,DSFIR.AS,DSFIR.AS,Stock,Equity,Switzerland,Europe,Europe,Euronext Amsterdam,Materials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,DSM-Firmenich (DSFIR.AS) - Switzerland - Materials
31,SGS,SGSN.SW,SGSN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Industrials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,SGS (SGSN.SW) - Switzerland - Industrials
32,Geberit,GEBN.SW,GEBN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Industrials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Geberit (GEBN.SW) - Switzerland - Industrials
33,Straumann,STMN.SW,STMN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Healthcare,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Straumann (STMN.SW) - Switzerland - Healthcare
34,Partners Group,PGHN.SW,PGHN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Financials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Partners Group (PGHN.SW) - Switzerland - Financials
35,Amcor,AMCR,AMCR,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Materials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Amcor (AMCR) - Switzerland - Materials
36,Ems-Chemie,EMSN.SW,EMSN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Materials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Ems-Chemie (EMSN.SW) - Switzerland - Materials
37,Julius Bär,BAER.SW,BAER.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Financials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Julius Bär (BAER.SW) - Switzerland - Financials
38,Sonova,SOON.SW,SOON.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Healthcare,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Sonova (SOON.SW) - Switzerland - Healthcare
39,BELIMO Holding,BEAN.SW,BEAN.SW,Stock,Equity,Switzerland,Europe,Europe,SIX Swiss Exchange,Industrials,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,BELIMO Holding (BEAN.SW) - Switzerland - Industrials
40,Logitech,LOGI,LOGI,Stock,Equity,Switzerland,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Technology,,manual_map,,Switzerland top 40 by market cap,https://companiesmarketcap.com/switzerland/largest-companies-in-switzerland-by-market-cap/,2026-07-01,Logitech (LOGI) - Switzerland - Technology
1,Equinor,EQNR,EQNR,Stock,Equity,Norway,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Energy,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Equinor (EQNR) - Norway - Energy
2,DNB,DNB.OL,DNB.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Financials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,DNB (DNB.OL) - Norway - Financials
3,Kongsberg Gruppen,KOG.OL,KOG.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Kongsberg Gruppen (KOG.OL) - Norway - Industrials
4,Telenor,TEL.OL,TEL.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Communication Services,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Telenor (TEL.OL) - Norway - Communication Services
5,Aker BP,AKRBP.OL,AKRBP.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Energy,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Aker BP (AKRBP.OL) - Norway - Energy
6,Norsk Hydro,NHY.OL,NHY.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Materials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Norsk Hydro (NHY.OL) - Norway - Materials
7,Gjensidige Forsikring,GJF.OL,GJF.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Financials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Gjensidige Forsikring (GJF.OL) - Norway - Financials
8,Yara International,YAR.OL,YAR.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Materials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Yara International (YAR.OL) - Norway - Materials
9,Orkla,ORK.OL,ORK.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Consumer Staples,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Orkla (ORK.OL) - Norway - Consumer Staples
10,Vår Energi,VAR.OL,VAR.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Energy,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Vår Energi (VAR.OL) - Norway - Energy
11,Mowi,MNHVF,MNHVF,Stock,Equity,Norway,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Consumer Staples,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Mowi (MNHVF) - Norway - Consumer Staples
12,Aker ASA,AKER.OL,AKER.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Aker ASA (AKER.OL) - Norway - Industrials
13,Storebrand,STB.OL,STB.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Financials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Storebrand (STB.OL) - Norway - Financials
14,SalMar ASA,SALM.OL,SALM.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Consumer Staples,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,SalMar ASA (SALM.OL) - Norway - Consumer Staples
15,Wallenius Wilhelmsen,WAWI.OL,WAWI.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Wallenius Wilhelmsen (WAWI.OL) - Norway - Industrials
16,AutoStore Holdings,AUTO.OL,AUTO.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Technology,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,AutoStore Holdings (AUTO.OL) - Norway - Technology
17,Protector Forsikring,PROT.OL,PROT.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Financials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Protector Forsikring (PROT.OL) - Norway - Financials
18,Nordic Semiconductor,NOD.OL,NOD.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Technology,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Nordic Semiconductor (NOD.OL) - Norway - Technology
19,Vend Marketplaces,VENDA.OL,VENDA.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Communication Services,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Vend Marketplaces (VENDA.OL) - Norway - Communication Services
20,Tomra,TOM.OL,TOM.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Tomra (TOM.OL) - Norway - Industrials
21,Wilh. Wilhelmsen Holding,WWI.OL,WWI.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Wilh. Wilhelmsen Holding (WWI.OL) - Norway - Industrials
22,DOF Group,DOFG.OL,DOFG.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Energy,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,DOF Group (DOFG.OL) - Norway - Energy
23,Höegh Autoliners,HAUTO.OL,HAUTO.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Höegh Autoliners (HAUTO.OL) - Norway - Industrials
24,SpareBank 1,SPOL.OL,SPOL.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Financials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,SpareBank 1 (SPOL.OL) - Norway - Financials
25,Veidekke,VEI.OL,VEI.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Veidekke (VEI.OL) - Norway - Industrials
26,TGS ASA,TGS.OL,TGS.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Energy,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,TGS ASA (TGS.OL) - Norway - Energy
27,Kitron ASA,KIT.OL,KIT.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Technology,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Kitron ASA (KIT.OL) - Norway - Technology
28,Leroy Seafood,LSG.OL,LSG.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Consumer Staples,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Leroy Seafood (LSG.OL) - Norway - Consumer Staples
29,AF Gruppen,AFG.OL,AFG.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,AF Gruppen (AFG.OL) - Norway - Industrials
30,Aker Solutions ASA,AKSO.OL,AKSO.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Energy,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Aker Solutions ASA (AKSO.OL) - Norway - Energy
31,Entra,ENTRA.OL,ENTRA.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Real Estate,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Entra (ENTRA.OL) - Norway - Real Estate
32,Atea ASA,ATEA.OL,ATEA.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Technology,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Atea ASA (ATEA.OL) - Norway - Technology
33,Public Property Invest AS,PUBLI.OL,PUBLI.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Real Estate,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Public Property Invest AS (PUBLI.OL) - Norway - Real Estate
34,Opera,OPRA,OPRA,Stock,Equity,Norway,Europe,Europe,Yahoo/US ticker or ADR; verify listing if needed,Communication Services,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Opera (OPRA) - Norway - Communication Services
35,DNO ASA,DNO.OL,DNO.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Energy,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,DNO ASA (DNO.OL) - Norway - Energy
36,Austevoll Seafood,AUSS.OL,AUSS.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Consumer Staples,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Austevoll Seafood (AUSS.OL) - Norway - Consumer Staples
37,Norwegian Air Shuttle,NAS.OL,NAS.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Industrials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Norwegian Air Shuttle (NAS.OL) - Norway - Industrials
38,Scatec ASA,SCATC.OL,SCATC.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Utilities,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Scatec ASA (SCATC.OL) - Norway - Utilities
39,Sparebanken Vest,SVEG.OL,SVEG.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Financials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Sparebanken Vest (SVEG.OL) - Norway - Financials
40,Borregaard,BRG.OL,BRG.OL,Stock,Equity,Norway,Europe,Europe,Oslo Stock Exchange,Materials,,manual_map,,Norway top 40 by market cap,https://companiesmarketcap.com/norway/largest-companies-in-norway-by-market-cap/,2026-07-01,Borregaard (BRG.OL) - Norway - Materials
1,NVIDIA,NVDA,NVDA,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,NVIDIA (NVDA) - USA - Technology
2,Alphabet,GOOG,GOOG,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Communication Services,Internet & Digital Advertising,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Alphabet (GOOG) - USA - Communication Services
3,Apple,AAPL,AAPL,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Consumer Electronics,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Apple (AAPL) - USA - Technology
4,Microsoft,MSFT,MSFT,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Software & Cloud,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Microsoft (MSFT) - USA - Technology
5,Amazon,AMZN,AMZN,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,E-Commerce & Cloud,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Amazon (AMZN) - USA - Consumer Discretionary
6,Broadcom,AVGO,AVGO,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Broadcom (AVGO) - USA - Technology
7,Tesla,TSLA,TSLA,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Automobiles,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Tesla (TSLA) - USA - Consumer Discretionary
8,Meta Platforms,META,META,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Communication Services,Social Media,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Meta Platforms (META) - USA - Communication Services
9,Berkshire Hathaway,BRK-B,BRK-B,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Conglomerate / Insurance,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Berkshire Hathaway (BRK-B) - USA - Financials
10,Eli Lilly,LLY,LLY,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Pharmaceuticals,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Eli Lilly (LLY) - USA - Healthcare
11,AMD,AMD,AMD,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,AMD (AMD) - USA - Technology
12,Walmart,WMT,WMT,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Retail,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Walmart (WMT) - USA - Consumer Staples
13,JPMorgan Chase,JPM,JPM,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Banking,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,JPMorgan Chase (JPM) - USA - Financials
14,Visa,V,V,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Payments,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Visa (V) - USA - Financials
15,Johnson & Johnson,JNJ,JNJ,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Pharmaceuticals & Medical Devices,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Johnson & Johnson (JNJ) - USA - Healthcare
16,Exxon Mobil,XOM,XOM,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Energy,Oil & Gas,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Exxon Mobil (XOM) - USA - Energy
17,Mastercard,MA,MA,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Payments,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Mastercard (MA) - USA - Financials
18,AbbVie,ABBV,ABBV,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Pharmaceuticals,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,AbbVie (ABBV) - USA - Healthcare
19,Oracle,ORCL,ORCL,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Software & Cloud,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Oracle (ORCL) - USA - Technology
20,Costco,COST,COST,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Retail,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Costco (COST) - USA - Consumer Staples
21,Bank of America,BAC,BAC,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Banking,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Bank of America (BAC) - USA - Financials
22,General Electric,GE,GE,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Industrials,Aerospace & Industrials,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,General Electric (GE) - USA - Industrials
23,UnitedHealth,UNH,UNH,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Managed Healthcare,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,UnitedHealth (UNH) - USA - Healthcare
24,Home Depot,HD,HD,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Discretionary,Home Improvement Retail,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Home Depot (HD) - USA - Consumer Discretionary
25,Coca-Cola,KO,KO,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Beverages,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Coca-Cola (KO) - USA - Consumer Staples
26,Procter & Gamble,PG,PG,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Household Products,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Procter & Gamble (PG) - USA - Consumer Staples
27,Chevron,CVX,CVX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Energy,Oil & Gas,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Chevron (CVX) - USA - Energy
28,Morgan Stanley,MS,MS,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Capital Markets,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Morgan Stanley (MS) - USA - Financials
29,Merck,MRK,MRK,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Healthcare,Pharmaceuticals,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Merck (MRK) - USA - Healthcare
30,Netflix,NFLX,NFLX,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Communication Services,Streaming Entertainment,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Netflix (NFLX) - USA - Communication Services
31,Goldman Sachs,GS,GS,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Financials,Capital Markets,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Goldman Sachs (GS) - USA - Financials
32,Philip Morris International,PM,PM,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Consumer Staples,Tobacco,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Philip Morris International (PM) - USA - Consumer Staples
33,Palantir,PLTR,PLTR,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Software,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Palantir (PLTR) - USA - Technology
34,Dell Technologies,DELL,DELL,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Hardware,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Dell Technologies (DELL) - USA - Technology
35,Palo Alto Networks,PANW,PANW,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Cybersecurity,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Palo Alto Networks (PANW) - USA - Technology
36,Texas Instruments,TXN,TXN,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,Semiconductors,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,Texas Instruments (TXN) - USA - Technology
37,IBM,IBM,IBM,Stock,Equity,USA,North America,USA,NASDAQ/NYSE; verify exchange if needed,Technology,IT Services & Software,manual_map,USD,USA major companies by market cap + manual sector map,https://companiesmarketcap.com/usa/largest-companies-in-the-usa-by-market-cap/,2026-07-01,IBM (IBM) - USA - Technology
